x1,x2,y
2.7408083854,0.3901405813,16.3086428629
7.8649510723,0.9999398363,19.5170503003
1.8766049342,0.9536038215,10.3871026438
14.1220816644,0.9998862194,28.1402107452
-4.1457651695,0.8437180733,-4.7341680841
10.3077479266,-0.772627794,20.6542415303
-0.9245991474,-0.7983794521,16.7057277386
8.6950912932,0.666636115,22.8533874598
2.9233550699,0.2165093474,4.1508138134
-3.8308812678,0.6359883677,3.027135445
9.7250794014,-0.2958081705,23.8389944703
7.4970491091,0.9369730113,23.0864862132
7.5833728258,0.9636083295,18.0058296494
6.3183631701,0.0351706081,19.6716432764
10.7864101185,-0.9782048103,27.7497576845
-1.3183059311,-0.968293284,15.4737214857
11.6537688021,-0.7910979169,30.1517717358
5.6087644212,-0.6244450936,11.1217276203
4.46259805,-0.9689641252,19.6644640007
6.2645346625,-0.0186495635,20.3148854789
-0.5756636383,-0.544391591,6.9501823209
9.1333429795,0.2873269923,25.9633754081
1.42385324,0.9892232767,7.1366934077
10.1906987838,-0.6932009704,26.4828893533
-1.7946717516,-0.9750443905,7.4270771905
7.5025008991,0.9388639425,23.9202949077
-2.8337101964,-0.3030413469,-2.1755943258
12.326775617,-0.2373092125,21.5718391582
10.5730650527,-0.9120629001,33.7788416886
10.5819822056,-0.9156830717,26.4189690942
5.1017136965,-0.9251655841,19.2936332949
12.5128397392,-0.0535053129,26.66431877
8.1516472436,0.956023745,22.3312028595
12.9257709347,0.3517129317,19.291731596
11.1903953832,-0.9810823195,29.4179360345
10.1646198565,-0.6741711482,19.9019173516
11.1100042099,-0.9934600374,24.8028994564
8.3471434144,0.8808404351,18.5870056168
5.2658295771,-0.8507211237,17.7472157061
-1.4378520101,-0.9911759124,3.0866543711
6.2552681053,-0.0279135757,15.9061276113
0.3816896817,0.3724890868,10.5485791542
9.380302853,0.044460447,24.5574278131
-1.1387150455,-0.9080961562,9.8007603067
13.4859949397,0.7953739726,24.936536706
-3.9889438497,0.7495296057,0.1818133685
14.3421851518,0.9790572773,34.1418044148
-3.1510705221,0.0094777267,2.9945716628
13.0733944988,0.4855777002,33.270355512
-1.260166578,-0.9521412707,4.6229079376
-0.9468209604,-0.811562204,12.5726213184
0.771159674,0.6969673127,15.9183456781
10.9726254595,-0.9997366872,28.5069119415
4.5024245232,-0.9780383234,17.991121725
10.4154363554,-0.8363870518,31.0202097573
14.8459404893,0.7591607482,30.8750797946
11.2219906878,-0.9744771215,20.0347708953
7.6808956498,0.9850579807,19.4906982507
11.9202056667,-0.6021289398,18.7480231779
5.0338959135,-0.9487603097,18.8987005564
8.2642985927,0.916994434,22.038794019
5.2331073768,-0.8674619988,17.3022725377
5.4927635891,-0.7106500335,19.5259078113
1.9400675967,0.9325906181,8.0479827783
11.1847187672,-0.9821654484,27.0490827628
-0.7205002336,-0.6597606679,7.2252192903
3.4602776263,-0.3133180185,10.5399717159
2.552671032,0.5554646311,5.4414274576
10.6930115726,-0.9545760188,27.7175894311
2.2929116758,0.7504092194,12.0042214383
9.63239918,-0.2061327911,29.7149001753
2.606650386,0.5097913732,9.5305946524
9.296625373,0.1278020989,27.3355351972
-4.2588349152,0.8988955228,3.8152689983
4.9711827375,-0.9666993766,13.3489090976
9.4298074814,-0.0050294994,22.9909745074
14.5703600068,0.9076300224,35.2934982856
13.9811739093,0.9878577393,32.117061926
0.9218418831,0.7967161198,8.929368992
0.1865278743,0.1854481213,8.8577889654
13.4794795932,0.7914080436,30.5547179612
9.6407847246,-0.2143309045,26.7021012959
9.7944664303,-0.3613249661,16.9569181138
6.8687273609,0.5526512179,21.966002413
-3.3947712276,0.2504824641,0.738293019
11.0272663226,-0.9994978495,31.6517926969
0.2231776435,0.2213295703,3.3879968725
0.6620755279,0.6147551812,7.3085189661
9.2831418011,0.1411630786,29.625422488
12.3643010762,-0.2006971891,29.9941798572
9.0264609037,0.3878676985,21.6108687729
-3.7643991644,0.5833170279,5.7745745273
3.7482186966,-0.5700987475,9.9859035488
1.6129646497,0.999111048,6.7617298873
13.0841025291,0.4949105736,25.1464540038
3.8023369806,-0.6137046946,13.6590826008
2.6994050993,0.4279176378,11.0723249913
8.9627994737,0.4457200652,17.2209082852
12.4792506453,-0.0870098058,35.8125264508
9.4315870851,-0.0068090717,20.1247853428
3.841042486,-0.6437967984,13.7951852533
4.3676769873,-0.9411728166,19.9401510783
12.3265578924,-0.237520712,23.703385834
-2.5974953827,-0.5176459311,0.5679172409
-4.6744616237,0.999280844,-1.5452265264
7.4246707838,0.9092528202,22.2026597701
4.0093787713,-0.762899495,13.6622465617
-3.9125916874,0.6968521081,3.0413050443
2.940294682,0.1999412616,13.0022381922
11.7845581938,-0.7045667377,27.8784716774
5.3415406821,-0.808526988,20.2387926752
11.9379636925,-0.58785676,26.7581219605
1.7690654984,0.9804089722,5.8276942782
10.9917314583,-0.9999926163,22.992034601
9.45991477,-0.0351295797,22.511479065
5.9557913197,-0.3215765326,23.0381796512
0.8013799926,0.7183168577,9.1784120804
1.6992200399,0.9917650024,10.8873569757
8.0500472616,0.9808406296,19.3657864479
8.5371286189,0.7755900695,21.5782019408
9.6879879711,-0.2601813439,17.7504475733
9.8110389616,-0.3767275315,31.2477865207
-0.1560831023,-0.1554501261,9.2334354188
9.5915159909,-0.1659665069,25.0718047973
0.1603650395,0.1596785729,15.5501650876
-1.2611047132,-0.9524276005,6.1027888333
13.097986076,0.5069265127,28.4244817706
13.7738558045,0.9347252673,29.5706562208
14.3455075147,0.9783754918,39.842105165
-2.856762032,-0.2809949013,4.3195355643
2.7349353209,0.395541477,13.7681292955
12.3016705411,-0.2616197994,26.3739642109
2.8893547226,0.2495716971,16.7119265164
11.7428052332,-0.7335735561,32.2492788464
-3.9617051324,0.7312225605,-3.2075025806
7.3912135931,0.8948201998,20.7629731319
5.5632932857,-0.6593034893,11.322223253
-3.7998680491,0.6117535167,7.279929716
-2.3817136092,-0.6888337671,10.4030632165
13.8355947472,0.9548706935,29.6083648173
9.5027045486,-0.0778477429,21.6090333104
10.0883035501,-0.615898224,29.2690511822
4.0890554944,-0.8119370657,10.6623526073
3.590342449,-0.4338394514,11.0452348549
9.1705399379,0.2515079982,28.7590566975
10.3412144072,-0.7934377004,28.1084250528
0.6011828594,0.5656183341,8.0761259778
13.7478596112,0.9251721831,28.7977264151
-4.0451422753,0.7855284503,0.5809121623
8.8754935749,0.5220770166,19.57142858
9.5597516978,-0.134564287,27.3589242767
5.2658671793,-0.8507013587,13.808204397
1.7714545829,0.9799355902,3.6822470701
-3.5777370445,0.4224479391,-0.0036235051
8.5209732736,0.7856862658,19.5288355879
11.9187189685,-0.603315252,22.0066559844
3.5074944096,-0.3577915009,6.9799702029
0.5295409122,0.5051371838,8.195793984
-1.2793745892,-0.9578363582,15.554411509
10.8344352245,-0.9870451695,30.9122830204
0.8555816067,0.7549524496,12.5424328732
11.1360186711,-0.9901538878,21.3788393498
1.0769103188,0.8804973452,6.8474611042
7.8735664068,0.9998082245,19.8336158372
5.8711262839,-0.4004968548,22.1486436411
12.4354887241,-0.1305085408,29.8866083948
5.1378333895,-0.9108554039,8.0018366819
-0.5100961402,-0.4882611505,11.7440607149
9.1625706665,0.2592130309,26.1139973429
8.4383964306,0.8340350921,21.4512586933
2.9076223075,0.231841509,10.6009478499
11.402979237,-0.9181521449,18.7485374744
13.639027779,0.8784731751,30.5906933366
7.1265413286,0.7468789419,10.6794516623
3.207339691,-0.0656996805,16.7484102843
11.8632486602,-0.6466023461,27.3780959529
2.1669701813,0.8274899727,9.6527409482
-3.5610343283,0.4072505889,1.413551067
11.7325819936,-0.7404829173,27.9380411869
-1.1830942985,-0.9257802792,7.3534322603
3.3412312251,-0.1983150938,18.9595155954
6.3123622211,0.0291727744,18.6941970269
-3.9855529321,0.7472806124,2.4399397682
6.6415182641,0.3507135642,16.5928788924
-1.5176488739,-0.9985880065,1.6806747674
8.7045110902,0.6595852833,19.3223434982
0.5709137907,0.5404011446,9.2026219042
4.4287377689,-0.9600400016,13.8892126203
4.5192367071,-0.9814040223,13.4640430007
-1.2595844828,-0.9519631872,13.4349850032
1.9202170288,0.9395711952,18.042970785
8.729928215,0.640270029,24.9068163403
9.4796277955,-0.0548223362,22.9644472221
7.6651753671,0.9822289825,17.5352671132
-4.0145904478,0.766258557,-1.1576743363
-2.2776241321,-0.7604258005,4.3993091518
6.1969400477,-0.0861383804,12.523611172
2.2206940036,0.796145719,12.2222743918
7.9864730407,0.9912358453,27.2252814755
12.2748991288,-0.287361957,23.4480360609
1.7280619871,0.9876592224,11.6088689241
-1.3543027965,-0.9766566638,6.789326438
-1.9221578306,-0.9389049857,3.3621485774
3.356532678,-0.2132888332,13.5137804225
0.7743578125,0.6992571388,10.7819078693
10.0277433591,-0.567087436,29.1509812466
6.1311689811,-0.1514315123,22.4109463208
-0.7500632294,-0.6816850229,6.3880389709
11.5671036486,-0.8410746987,25.9381254693
-3.885116647,0.6768860777,13.1646194539
11.484935265,-0.882633419,23.1183594335
12.6213821303,0.0549837736,30.961611505
11.2683383236,-0.9630299605,25.9926876265
12.7850758471,0.2169658804,21.5774876589
3.5437135771,-0.3913709649,10.7591055015
4.9129589321,-0.9799531867,13.9359595103
11.2398958113,-0.9703016704,25.0075920999
7.7029836737,0.9886214523,26.4393205336
14.32513732,0.9823855243,32.3532598771
5.7504111342,-0.5079249689,24.8990501469
-1.6338115744,-0.9980151962,14.2428674876
5.0542027038,-0.9421482619,14.4252897984
13.8837445341,0.9680600319,28.2805015968
10.4228997044,-0.8404546749,21.1871188931
7.2913907096,0.8458760055,18.3290597308
12.0267480426,-0.5138122316,29.4359733423
1.3998764986,0.9854287313,11.4271638744
2.4947086256,0.602702897,14.0661659611
13.4387321118,0.7658495607,27.3131104241
7.5303467037,0.9480857221,21.7316770168
7.5870068651,0.9645734091,18.3173455802
10.0668951683,-0.5988923048,26.4494476463
2.7776610106,0.3559511133,19.6449356206
7.512157103,0.9421446392,22.0491605713
0.0156569621,0.0156563224,14.0445302493
-4.4449959183,0.9644629729,0.0328795257
1.4795020362,0.9958355699,12.4836110056
-4.8071433976,0.995514158,-6.962197356
3.7692720303,-0.5872680458,24.1423133243
8.7080790382,0.6568993149,25.9684380365
-1.2551156431,-0.9505852717,9.5751337812
12.6141464012,0.047757614,26.6601689854
4.4474886544,-0.9651186016,16.5953847796
-3.0391181726,-0.1022952274,12.7432431043
2.8869637568,0.2518862884,15.9411852291
9.6195569681,-0.1935497259,23.2797502597
8.7460922636,0.6277705152,19.2935723659
7.020816626,0.6725368251,14.6198981193
2.1492362767,0.8373165765,12.7604882175
10.3328786045,-0.7883365945,23.0063839501
-3.9565105643,0.7276692937,3.2214756545
13.1453379942,0.5471598966,29.2905042827
1.8559131911,0.9596287888,12.2036587921
6.1699307989,-0.1130125521,20.6636791646
3.7120716553,-0.5400352588,14.0945255086
0.4948008712,0.4748564148,11.9788794788
-2.6538101118,-0.4686681965,5.186730346
14.7165872483,0.8367801949,31.3293653367
13.5394741828,0.8266361836,35.1740260518
14.8004073557,0.7880013347,29.3100875597
6.1254161783,-0.1571154352,18.842022421
12.4357003532,-0.1302987188,28.8789511834
10.0488201529,-0.5843202578,27.2435351027
3.4861604311,-0.3377898917,10.4329336317
3.4280501911,-0.282555895,17.761223216
8.6510223802,0.6988264944,20.6160919395
-2.5589663908,-0.5502188151,11.2855804086
0.8542692289,0.7540911692,11.8390173987
-1.0301360441,-0.8573690193,9.4387238549
12.0887118578,-0.4597012408,29.7125024925
-4.0182912815,0.7686312096,2.7975039875
8.3209265862,0.8929477147,16.0539149649
2.9489301238,0.191472838,15.7891527625
-4.3123435788,0.9210433128,-5.4217043146
-1.7331042187,-0.9868569653,10.0747882079
-0.1104764966,-0.1102519051,5.9191552119
3.5613250732,-0.4075161138,13.459556843
-4.4661929039,0.9698465152,3.5181265142
8.8881101832,0.5112750664,26.3027738527
12.73595226,0.1687700106,27.8108570426
12.23053094,-0.329562051,27.2988203399
2.8024478257,0.3326807528,17.223162281
1.8790821871,0.9528550836,12.8319969984
-2.2682635393,-0.7664713988,1.6031905243
2.1165644191,0.8547288456,8.9692187948
4.186090054,-0.864672173,20.0025528213
12.4051296012,-0.1605432456,30.8993532724
7.7892537648,0.9979058828,24.4794409715
4.5499539375,-0.9868364103,10.8161447311
-1.2238678476,-0.9404214978,0.8162992247
5.193979824,-0.8862591823,16.7046621413
4.5482575893,-0.9865606543,11.1527786883
-1.4618439972,-0.9940705639,4.6137242725
0.612276895,0.574732226,5.7539318524
-2.7119272901,-0.416566606,4.9912692225
9.8048175592,-0.3709572428,17.349629004
